winner_id,PlayerWins,AverageWins,country
219892,27,18,JPN                                                                                                 
201597,128,18,JPN                                                                                                 
220718,49,18,JPN                                                                                                 
201595,124,18,JPN                                                                                                 
202454,108,18,JPN                                                                                                 
202908,75,18,JPN                                                                                                 
202921,89,18,JPN                                                                                                 
215592,30,18,JPN                                                                                                 
206349,123,18,JPN                                                                                                 
202685,41,18,JPN                                                                                                 
221124,37,18,JPN                                                                                                 
211844,91,18,JPN                                                                                                 
105147,130,18,JPN                                                                                                 
214540,92,18,JPN                                                                                                 
220416,25,18,JPN                                                                                                 
105810,73,18,JPN                                                                                                 
206402,27,18,JPN                                                                                                 
206075,105,18,JPN                                                                                                 
215614,38,18,JPN                                                                                                 
202422,38,18,JPN                                                                                                 
206271,21,18,JPN                                                                                                 
216158,20,18,JPN                                                                                                 
202939,26,18,JPN                                                                                                 
201429,19,18,JPN                                                                                                 
105655,117,18,JPN                                                                                                 
122495,20,18,JPN                                                                                                 
211702,118,18,JPN                                                                                                 
211351,56,18,JPN                                                                                                 
215988,74,18,JPN                                                                                                 
213908,77,18,JPN                                                                                                 
211390,75,18,JPN                                                                                                 
215833,37,18,JPN                                                                                                 
201612,105,18,JPN                                                                                                 
106034,128,18,JPN                                                                                                 
216260,19,18,JPN                                                                                                 
215489,41,18,JPN                                                                                                 
220545,19,18,JPN                                                                                                 
216044,57,18,JPN                                                                                                 
203504,81,18,JPN                                                                                                 
203553,72,18,JPN                                                                                                 
203552,102,18,JPN                                                                                                 
210533,21,18,JPN                                                                                                 
104771,56,18,JPN                                                                                                 
203557,59,18,JPN                                                                                                 
216320,19,18,JPN                                                                                                 
126337,34,18,JPN                                                                                                 
215550,116,18,JPN                                                                                                 
202639,95,18,JPN                                                                                                 
216160,77,18,JPN                                                                                                 
211544,56,18,JPN                                                                                                 
200024,33,18,JPN                                                                                                 
213661,35,18,JPN                                                                                                 
211846,93,18,JPN                                                                                                 
133297,82,18,JPN                                                                                                 
210537,58,18,JPN                                                                                                 
205815,114,18,JPN                                                                                                 
214805,60,18,JPN                                                                                                 
105216,142,18,JPN                                                                                                 
216324,30,18,JPN                                                                                                 
126208,43,18,JPN                                                                                                 
211768,96,18,JPN                                                                                                 
215468,79,18,JPN                                                                                                 
106415,149,18,JPN                                                                                                 
105059,28,18,JPN                                                                                                 
203556,61,18,JPN                                                                                                 
213802,47,18,JPN                                                                                                 
106121,173,18,JPN                                                                                                 
206363,58,16,KAZ                                                                                                 
121920,17,16,KAZ                                                                                                 
214992,92,16,KAZ                                                                                                 
214981,140,16,KAZ                                                                                                 
216243,35,16,KAZ                                                                                                 
201448,19,16,KAZ                                                                                                 
122078,123,16,KAZ                                                                                                 
201402,81,16,KAZ                                                                                                 
201709,104,16,KAZ                                                                                                 
213793,128,16,KAZ                                                                                                 
104873,110,16,KAZ                                                                                                 
106187,48,16,KAZ                                                                                                 
201610,127,16,KAZ                                                                                                 
104979,28,16,KAZ                                                                                                 
122330,171,16,KAZ                                                                                                 
201468,25,16,KAZ                                                                                                 
206162,71,16,KAZ                                                                                                 
105062,123,16,KAZ                                                                                                 
222455,1,0,KEN                                                                                                 
220247,1,0,KEN                                                                                                 
222454,2,0,KEN                                                                                                 
222453,2,0,KEN                                                                                                 
222480,1,0,KEN                                                                                                 
201652,69,9,KGZ                                                                                                 
213775,20,9,KOR                                                                                                 
202502,64,9,KOR                                                                                                 
241000,10,9,KOR                                                                                                 
105507,35,9,KOR                                                                                                 
220432,11,9,KOR                                                                                                 
117353,109,9,KOR                                                                                                 
216213,70,9,KOR                                                                                                 
206396,27,9,KOR                                                                                                 
204286,37,9,KOR                                                                                                 
205789,56,9,KOR                                                                                                 
204288,64,9,KOR                                                                                                 
215410,10,9,KOR                                                                                                 
204294,149,9,KOR                                                                                                 
106227,36,9,KOR                                                                                                 
214607,25,9,KOR                                                                                                 
214679,72,9,KOR                                                                                                 
105790,11,9,KOR                                                                                                 
215501,28,9,KOR                                                                                                 
213773,21,9,KOR                                                                                                 
111202,102,9,KOR                                                                                                 
126952,151,9,KOR                                                                                                 
202386,30,9,KOR                                                                                                 
204291,141,9,KOR                                                                                                 
211008,14,9,KOR                                                                                                 
220454,18,9,KOR                                                                                                 
213948,66,9,KOR                                                                                                 
126283,82,9,KOR                                                                                                 
204292,21,9,KOR                                                                                                 
103600,1,0,KUW                                                                                                 
203509,142,22,LAT                                                                                                 
201545,121,22,LAT                                                                                                 
215144,79,22,LAT                                                                                                 
105208,80,22,LAT                                                                                                 
211533,119,22,LAT                                                                                                 
221886,33,22,LAT                                                                                                 
221985,29,22,LAT                                                                                                 
206000,12,3,LIB                                                                                                 
200273,5,3,LIB                                                                                                 
210303,170,61,LIE                                                                                                 
105827,65,14,LTU                                                                                                 
212303,72,14,LTU                                                                                                 
210158,24,14,LTU                                                                                                 
105575,156,14,LTU                                                                                                 
104180,47,17,LUX                                                                                                 
215016,109,17,LUX                                                                                                 
201605,122,17,LUX                                                                                                 
105182,1,0,MAD                                                                                                 
200272,1,0,MAD                                                                                                 
220785,3,1,MAR                                                                                                 
216372,2,1,MAR                                                                                                 
236956,2,1,MAR                                                                                                 
105149,9,1,MAR                                                                                                 
215417,3,1,MAR                                                                                                 
144760,2,1,MAR                                                                                                 
215696,3,1,MAR                                                                                                 
213634,18,1,MAR                                                                                                 
206354,6,1,MAR                                                                                                 
223671,8,1,MAR                                                                                                 
204362,9,3,MAS                                                                                                 
204304,15,3,MAS                                                                                                 
214624,77,36,MDA                                                                                                 
210786,85,36,MDA                                                                                                 
211901,79,36,MDA                                                                                                 
210958,108,36,MDA                                                                                                 
105430,161,36,MDA                                                                                                 
215862,37,36,MDA                                                                                                 
213710,118,36,MDA                                                                                                 
106412,25,5,MEX                                                                                                 
215019,47,5,MEX                                                                                                 
120798,10,5,MEX                                                                                                 
204419,135,5,MEX                                                                                                 
211874,101,5,MEX                                                                                                 
204420,98,5,MEX                                                                                                 
205892,62,5,MEX                                                                                                 
214782,44,5,MEX                                                                                                 
106250,8,5,MEX                                                                                                 
214800,22,5,MEX                                                                                                 
105688,25,5,MEX                                                                                                 
210568,42,5,MEX                                                                                                 
126204,11,5,MEX                                                                                                 
213887,147,5,MEX                                                                                                 
223132,1,0,MGL                                                                                                 
223131,1,0,MGL                                                                                                 
211227,134,52,MKD                                                                                                 
220532,28,21,MLT                                                                                                 
211562,27,15,MNE                                                                                                 
203575,129,15,MNE                                                                                                 
105714,55,19,MON                                                                                                 
216366,3,1,MRI                                                                                                 
220491,55,17,NED                                                                                                 
207411,25,17,NED                                                                                                 
215480,96,17,NED                                                                                                 
201551,227,17,NED                                                                                                 
220560,29,17,NED                                                                                                 
215658,18,17,NED                                                                                                 
105172,24,17,NED                                                                                                 
202874,48,17,NED                                                                                                 
201414,24,17,NED                                                                                                 
202480,133,17,NED                                                                                                 
202428,139,17,NED                                                                                                 
104898,126,17,NED                                                                                                 
206183,122,17,NED                                                                                                 
215654,18,17,NED                                                                                                 
220613,37,17,NED                                                                                                 
220732,54,17,NED                                                                                                 
122298,80,17,NED                                                                                                 
105217,42,17,NED                                                                                                 
200465,22,17,NED                                                                                                 
215031,42,17,NED                                                                                                 
105691,36,17,NED                                                                                                 
125847,53,17,NED                                                                                                 
204246,153,17,NED                                                                                                 
134868,101,17,NED                                                                                                 
220770,58,17,NED                                                                                                 
216170,39,17,NED                                                                                                 
206184,25,17,NED                                                                                                 
206045,115,17,NED                                                                                                 
215996,73,17,NED                                                                                                 
204377,83,17,NED                                                                                                 
202457,123,17,NED                                                                                                 
126646,60,17,NED                                                                                                 
215349,34,17,NED                                                                                                 
104997,57,17,NED                                                                                                 
205192,1,0,NGR                                                                                                 
206299,1,0,NGR                                                                                                 
211888,1,0,NGR                                                                                                 
215759,1,0,NGR                                                                                                 
215761,1,0,NGR                                                                                                 
220736,4,0,NGR                                                                                                 
205356,4,0,NGR                                                                                                 
205658,1,0,NGR                                                                                                 
134770,186,17,NOR                                                                                                 
213628,107,17,NOR                                                                                                 
205918,134,17,NOR                                                                                                 
215684,21,17,NOR                                                                                                 
126340,58,17,NOR                                                                                                 
214934,37,17,NOR                                                                                                 
214935,94,17,NOR                                                                                                 
110686,9,7,NZL                                                                                                 
221173,9,7,NZL                                                                                                 
213674,9,7,NZL                                                                                                 
104907,55,7,NZL                                                                                                 
212805,67,7,NZL                                                                                                 
208577,10,7,NZL                                                                                                 
201523,45,7,NZL                                                                                                 
204356,20,7,NZL                                                                                                 
201618,102,25,OMA                                                                                                 
103529,4,1,PAK                                                                                                 
210173,6,1,PAK                                                                                                 
210166,2,1,PAK                                                                                                 
103499,6,1,PAK                                                                                                 
212260,2,0,PAN                                                                                                 
221975,1,0,PAN                                                                                                 
221819,1,0,PAN                                                                                                 
216150,30,13,PAR                                                                                                 
202705,124,13,PAR                                                                                                 
206332,84,13,PAR                                                                                                 
206329,94,13,PAR                                                                                                 
105456,6,5,PER                                                                                                 
222305,8,5,PER                                                                                                 
215784,8,5,PER                                                                                                 
126190,29,5,PER                                                                                                 
122669,98,5,PER                                                                                                 
105273,16,5,PER                                                                                                 
215375,30,5,PER                                                                                                 
104604,12,2,PHI                                                                                                 
210046,3,2,PHI                                                                                                 
106150,3,2,PHI                                                                                                 
202165,3,2,PHI                                                                                                 
210951,7,2,PHI                                                                                                 
215857,5,2,PHI                                                                                                 
104308,47,13,POL                                                                                                 
211684,168,13,POL                                                                                                 
215971,18,13,POL                                                                                                 
202663,136,13,POL                                                                                                 
215110,31,13,POL                                                                                                 
215645,14,13,POL                                                                                                 
203514,99,13,POL                                                                                                 
201524,80,13,POL                                                                                                 
128034,189,13,POL                                                                                                 
201474,68,13,POL                                                                                                 
214074,14,13,POL                                                                                                 
200390,42,13,POL                                                                                                 
203518,38,13,POL                                                                                                 
216081,52,13,POL                                                                                                 
105668,47,13,POL                                                                                                 
202483,27,13,POL                                                                                                 
216347,94,13,POL                                                                                                 
210870,59,13,POL                                                                                                 
215424,15,13,POL                                                                                                 
214784,16,13,POL                                                                                                 
215970,17,13,POL                                                                                                 
221243,24,13,POL                                                                                                 
205056,59,13,POL                                                                                                 
201565,98,13,POL                                                                                                 
216579,55,13,POL                                                                                                 
105399,19,13,POL                                                                                                 
111794,148,13,POL                                                                                                 
105311,109,12,POR                                                                                                 
210913,14,12,POR                                                                                                 
123819,84,12,POR                                                                                                 
132686,17,12,POR                                                                                                 
220361,20,12,POR                                                                                                 
105671,141,12,POR                                                                                                 
216055,90,12,POR                                                                                                 
201646,47,12,POR                                                                                                 
106393,97,12,POR                                                                                                 
105155,168,12,POR                                                                                                 
213721,88,12,POR                                                                                                 
215735,15,12,POR                                                                                                 
201547,42,12,POR                                                                                                 
106249,87,12,POR                                                                                                 
201620,112,7,PUR                                                                                                 
215363,1,0,REU                                                                                                 
221542,25,24,ROU                                                                                                 
214480,110,24,ROU                                                                                                 
202671,58,24,ROU                                                                                                 
213780,164,24,ROU                                                                                                 
201594,135,24,ROU                                                                                                 
201514,121,24,ROU                                                                                                 
214821,50,24,ROU                                                                                                 
220494,61,24,ROU                                                                                                 
213584,136,24,ROU                                                                                                 
202456,134,24,ROU                                                                                                 
203588,52,24,ROU                                                                                                 
203095,87,24,ROU                                                                                                 
106021,28,24,ROU                                                                                                 
206255,103,24,ROU                                                                                                 
202578,133,24,ROU                                                                                                 
104494,31,24,ROU                                                                                                 
211654,62,24,ROU                                                                                                 
210776,52,24,ROU                                                                                                 
202669,152,24,ROU                                                                                                 
202536,123,24,ROU                                                                                                 
211099,83,24,ROU                                                                                                 
203586,127,24,ROU                                                                                                 
202595,31,24,ROU                                                                                                 
105657,142,24,ROU                                                                                                 
210705,154,24,ROU                                                                                                 
214691,136,24,ROU                                                                                                 
211342,91,24,ROU                                                                                                 
201593,116,24,ROU                                                                                                 
211713,161,24,ROU                                                                                                 
214599,101,24,ROU                                                                                                 
214653,77,24,ROU                                                                                                 
211898,49,24,ROU                                                                                                 
210658,62,24,ROU                                                                                                 
214600,128,24,ROU                                                                                                 
214860,62,24,ROU                                                                                                 
206427,58,24,ROU                                                                                                 
210645,112,24,ROU                                                                                                 
211817,147,24,ROU                                                                                                 
201512,86,24,ROU                                                                                                 
202262,31,24,ROU                                                                                                 
211098,104,24,ROU                                                                                                 
211646,168,24,ROU                                                                                                 
202596,126,24,ROU                                                                                                 
214598,45,24,ROU                                                                                                 
201567,63,24,ROU                                                                                                 
213779,128,24,ROU                                                                                                 
105707,7,5,RSA                                                                                                 
202581,140,5,RSA                                                                                                 
144750,157,5,RSA                                                                                                 
210629,12,5,RSA                                                                                                 
214503,12,5,RSA                                                                                                 
105434,47,5,RSA                                                                                                 
216373,22,5,RSA                                                                                                 
104765,8,5,RSA                                                                                                 
202615,7,5,RSA                                                                                                 
202647,7,5,RSA                                                                                                 
221996,12,5,RSA                                                                                                 
120401,9,5,RSA                                                                                                 
104731,110,5,RSA                                                                                                 
105897,29,20,RUS                                                                                                 
201505,77,20,RUS                                                                                                 
215372,27,20,RUS                                                                                                 
214939,122,20,RUS                                                                                                 
220259,41,20,RUS                                                                                                 
104559,107,20,RUS                                                                                                 
221406,40,20,RUS                                                                                                 
201345,24,20,RUS                                                                                                 
201554,120,20,RUS                                                                                                 
144984,25,20,RUS                                                                                                 
205873,144,20,RUS                                                                                                 
222919,37,20,RUS                                                                                                 
214546,116,20,RUS                                                                                                 
105723,55,20,RUS                                                                                                 
216134,73,20,RUS                                                                                                 
203542,90,20,RUS                                                                                                 
201516,90,20,RUS                                                                                                 
202701,124,20,RUS                                                                                                 
201329,70,20,RUS                                                                                                 
201668,42,20,RUS                                                                                                 
214975,52,20,RUS                                                                                                 
201320,85,20,RUS                                                                                                 
205606,67,20,RUS                                                                                                 
216287,43,20,RUS                                                                                                 
214343,79,20,RUS                                                                                                 
203537,136,20,RUS                                                                                                 
202506,60,20,RUS                                                                                                 
202443,135,20,RUS                                                                                                 
